City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Bilibino,RU,2020-10-29 15:30:28,68.05,166.44,3.06,84,100,1.74
287,Sfantu Gheorghe,RO,2020-10-29 15:30:29,45.87,25.78,52.0,73,95,3.44
288,Gillette,US,2020-10-29 15:30:29,44.29,-105.5,44.6,56,1,14.99
289,Semirom,IR,2020-10-29 15:30:29,31.42,51.57,37.83,69,0,3.62
290,Taltal,CL,2020-10-29 15:30:20,-25.4,-70.48,63.43,58,14,6.29
291,Lienz,AT,2020-10-29 15:30:30,46.83,12.77,48.2,66,90,4.94
292,Vila Franca Do Campo,PT,2020-10-29 15:30:30,37.72,-25.43,69.8,88,75,17.22
293,Bambanglipuro,ID,2020-10-29 15:30:30,-7.95,110.28,78.48,87,66,3.22
294,Fort Nelson,CA,2020-10-29 15:30:30,58.81,-122.7,23.0,92,75,3.36
295,Taraz,KZ,2020-10-29 15:30:31,42.9,71.37,33.8,55,20,6.71
296,Berlevag,NO,2020-10-29 15:30:31,70.86,29.09,37.4,81,75,24.16
297,Vanimo,PG,2020-10-29 15:30:31,-2.67,141.3,78.89,85,100,6.29
298,Caravelas,BR,2020-10-29 15:30:31,-17.71,-39.25,84.13,64,85,13.98
299,Waddan,LY,2020-10-29 15:30:31,29.16,16.14,70.39,36,0,8.48
300,Risor,NO,2020-10-29 15:30:32,58.72,9.23,50.0,76,40,4.7
301,Muros,ES,2020-10-29 15:30:32,42.78,-9.06,63.0,73,3,5.01
302,Chara,RU,2020-10-29 15:30:32,56.91,118.26,13.84,89,89,1.12
303,Bangui,CF,2020-10-29 15:30:32,4.36,18.55,73.4,94,75,4.7
304,Phan Thiet,VN,2020-10-29 15:30:32,10.93,108.1,76.44,85,25,2.95
305,Verkhniy Uslon,RU,2020-10-29 15:30:33,55.77,48.98,30.2,80,0,6.71
306,Baghpat,IN,2020-10-29 15:30:33,28.95,77.22,71.6,49,0,1.43
307,Elmadag,TR,2020-10-29 15:30:33,39.92,33.23,64.4,67,75,12.75
308,Husavik,IS,2020-10-29 15:30:34,66.04,-17.34,42.8,80,90,1.12
309,Touros,BR,2020-10-29 15:30:34,-5.2,-35.46,84.2,62,75,17.22
310,Marshall,US,2020-10-29 15:30:34,34.38,-86.33,75.0,88,75,17.22
311,Nuuk,GL,2020-10-29 15:30:35,64.18,-51.72,23.0,79,75,5.82
312,Codrington,AU,2020-10-29 15:30:35,-38.27,141.97,49.64,89,37,4.07
313,Maniwaki,CA,2020-10-29 15:29:35,46.38,-75.97,37.4,69,59,6.93
314,Saint-Francois,FR,2020-10-29 15:30:35,46.42,3.91,57.2,87,75,3.36
315,La Asuncion,VE,2020-10-29 15:30:36,11.03,-63.86,73.4,100,100,12.75
316,Cabo San Lucas,MX,2020-10-29 15:30:36,22.89,-109.91,70.0,68,5,2.44
317,Ylojarvi,FI,2020-10-29 15:30:36,61.56,23.6,48.0,87,0,8.05
318,Jalu,LY,2020-10-29 15:30:36,29.03,21.55,74.44,50,12,15.84
319,Antofagasta,CL,2020-10-29 15:30:37,-23.65,-70.4,64.4,59,20,8.05
320,Teahupoo,PF,2020-10-29 15:30:37,-17.83,-149.27,77.0,83,75,5.82
321,Tomra,NO,2020-10-29 15:30:37,62.58,6.93,46.4,87,40,4.7
322,Norsup,VU,2020-10-29 15:30:38,-16.07,167.38,76.12,80,34,8.99
323,Guadalupe Y Calvo,MX,2020-10-29 15:30:38,26.1,-106.97,58.39,36,0,4.76
324,San Pedro,PH,2020-10-29 15:30:38,14.35,121.02,81.0,88,40,2.24
325,At-Bashi,KG,2020-10-29 15:30:38,41.17,75.81,27.86,78,93,2.37
326,Belmonte,BR,2020-10-29 15:30:39,-15.86,-38.88,82.4,69,75,11.41
327,Rorvik,NO,2020-10-29 15:30:39,64.86,11.24,42.8,93,40,2.24
328,Metro,ID,2020-10-29 15:30:39,-5.11,105.31,77.32,82,21,3.71
329,Vallenar,CL,2020-10-29 15:30:40,-28.57,-70.76,81.55,19,0,10.16
330,Omboue,GA,2020-10-29 15:30:40,-1.57,9.26,76.32,91,100,5.75
331,Taoudenni,ML,2020-10-29 15:30:40,22.68,-3.98,96.17,10,0,12.37
332,Kabin Buri,TH,2020-10-29 15:30:40,13.95,101.72,72.32,97,83,1.5
333,Funchal,PT,2020-10-29 15:30:41,32.63,-16.9,73.4,60,40,9.17
334,Nueve De Julio,AR,2020-10-29 15:30:42,-35.44,-60.88,61.0,54,0,5.01
335,Mujiayingzi,CN,2020-10-29 15:30:42,42.12,118.78,40.44,57,0,5.1
336,Manaure,CO,2020-10-29 15:30:42,11.78,-72.44,86.83,60,12,4.59
337,Havre-Saint-Pierre,CA,2020-10-29 15:30:18,50.23,-63.6,33.8,86,40,9.17
338,Richards Bay,ZA,2020-10-29 15:30:42,-28.78,32.04,79.03,57,0,9.82
339,Camacha,PT,2020-10-29 15:30:43,33.08,-16.33,71.6,68,40,12.75
340,Molina,CL,2020-10-29 15:30:43,-35.12,-71.28,64.99,58,0,3.36
341,Ovalle,CL,2020-10-29 15:27:36,-30.6,-71.2,77.54,26,0,5.88
342,Plettenberg Bay,ZA,2020-10-29 15:30:44,-34.05,23.37,58.68,70,100,16.51
343,Port Macquarie,AU,2020-10-29 15:30:44,-31.43,152.92,54.0,100,0,3.49
344,Kuala Lumpur,MY,2020-10-29 15:27:11,3.14,101.69,80.01,88,20,2.06
345,Sioux Lookout,CA,2020-10-29 15:30:45,50.1,-91.92,14.0,78,75,3.36
346,Sistranda,NO,2020-10-29 15:30:45,63.73,8.83,42.8,93,20,6.93
347,Port-Gentil,GA,2020-10-29 15:30:45,-0.72,8.78,84.2,74,20,10.29
348,Sechura,PE,2020-10-29 15:30:45,-5.56,-80.82,75.24,57,84,10.74
349,Iskateley,RU,2020-10-29 15:30:45,67.68,53.15,37.36,95,100,16.13
350,Yuanping,CN,2020-10-29 15:30:46,38.72,112.76,45.86,57,0,1.14
351,Pipri,IN,2020-10-29 15:30:46,19.8,75.53,71.44,50,0,5.17
352,Castillo De Teayo,MX,2020-10-29 15:30:46,20.75,-97.62,63.66,84,100,7.63
353,Sao Jose Da Coroa Grande,BR,2020-10-29 15:30:47,-8.9,-35.15,83.12,61,33,9.64
354,Lakes Entrance,AU,2020-10-29 15:30:47,-37.88,147.98,59.0,92,72,3.0
355,Stornoway,GB,2020-10-29 15:30:47,58.21,-6.39,48.2,87,90,14.99
356,Vygonichi,RU,2020-10-29 15:30:47,53.1,34.07,46.4,87,75,2.24
357,Portland,US,2020-10-29 15:27:22,45.52,-122.68,50.0,93,90,1.41
358,Lasa,IT,2020-10-29 15:30:48,46.62,10.7,51.01,75,75,8.05
359,Banda Aceh,ID,2020-10-29 15:30:48,5.56,95.32,81.25,73,100,9.84
360,Narsaq,GL,2020-10-29 15:30:48,60.92,-46.05,32.0,89,75,2.64
361,Ribeira Grande,PT,2020-10-29 15:30:48,38.52,-28.7,64.4,93,75,11.41
362,Along,IN,2020-10-29 15:30:49,28.17,94.77,64.04,55,0,2.42
363,Rio Grande,BR,2020-10-29 15:28:36,-32.03,-52.1,66.0,64,87,8.99
364,Beloha,MG,2020-10-29 15:30:49,-25.17,45.05,71.22,69,3,20.33
365,Mandera,KE,2020-10-29 15:30:49,3.94,41.87,83.71,60,64,11.1
366,Bondo,CD,2020-10-29 15:30:50,3.81,23.69,71.58,97,100,2.55
367,Havelock,US,2020-10-29 15:30:50,34.88,-76.9,80.01,83,90,14.99
368,Vila Velha,BR,2020-10-29 15:30:50,-20.33,-40.29,89.6,62,20,16.11
369,Roslyakovo,RU,2020-10-29 15:30:50,69.04,33.2,37.4,93,75,6.71
370,Salihorsk,BY,2020-10-29 15:30:52,52.79,27.54,51.84,87,98,7.94
371,Mantua,IT,2020-10-29 15:30:52,45.17,10.78,61.0,80,91,1.99
372,Ankpa,NG,2020-10-29 15:30:52,7.37,7.63,87.17,55,73,4.63
373,Sungaipenuh,ID,2020-10-29 15:30:52,-2.08,101.38,66.72,93,100,2.06
374,Madang,PG,2020-10-29 15:30:53,-5.22,145.8,75.7,93,100,5.39
375,Souillac,MU,2020-10-29 15:30:53,-20.52,57.52,71.01,69,47,5.01
376,Tawau,MY,2020-10-29 15:30:53,4.25,117.89,75.2,94,20,5.41
377,Shumskiy,RU,2020-10-29 15:30:53,54.83,99.13,27.43,92,58,2.39
378,Kumluca,TR,2020-10-29 15:30:54,36.37,30.29,69.19,69,0,7.4
379,Eyl,SO,2020-10-29 15:30:54,7.98,49.82,81.01,72,48,9.42
380,Sunland Park,US,2020-10-29 15:30:54,31.8,-106.58,48.99,65,1,2.48
381,Sambava,MG,2020-10-29 15:30:54,-14.27,50.17,75.49,79,0,12.15
382,Bac Lieu,VN,2020-10-29 15:30:54,9.29,105.72,78.67,86,99,4.14
383,Dwarka,IN,2020-10-29 15:30:55,22.24,68.97,81.21,59,0,8.21
384,Tuatapere,NZ,2020-10-29 15:30:55,-46.13,167.68,51.01,93,72,3.0
385,Yenagoa,NG,2020-10-29 15:30:55,4.92,6.26,80.82,84,100,4.97
386,Maniitsoq,GL,2020-10-29 15:30:55,65.42,-52.9,25.9,87,100,7.92
387,Matara,LK,2020-10-29 15:30:56,5.95,80.54,78.58,84,28,6.51
388,Coihaique,CL,2020-10-29 15:30:56,-45.58,-72.07,53.6,54,20,6.93
389,Juneau,US,2020-10-29 15:30:38,58.3,-134.42,41.0,86,90,9.17
390,Hare Bay,CA,2020-10-29 15:30:56,48.85,-54.01,35.6,71,90,9.17
391,Korla,CN,2020-10-29 15:30:56,41.76,86.15,48.99,70,99,3.0
392,Meulaboh,ID,2020-10-29 15:30:57,4.14,96.13,78.03,84,100,2.66
393,Yulara,AU,2020-10-29 15:30:57,-25.24,130.99,73.4,25,0,12.75
394,Lianzhou,CN,2020-10-29 15:30:57,24.78,112.38,60.6,86,84,2.59
395,Gizo,SB,2020-10-29 15:30:57,-8.1,156.84,81.09,76,98,6.62
396,Lagoa,PT,2020-10-29 15:30:58,39.05,-27.98,68.2,92,100,15.35
397,Yarada,IN,2020-10-29 15:30:58,17.65,83.27,82.11,60,87,4.07
398,Atar,MR,2020-10-29 15:30:58,20.52,-13.05,96.33,10,0,11.12
399,Zima,RU,2020-10-29 15:30:58,53.92,102.04,31.19,94,100,4.27
400,Kavaratti,IN,2020-10-29 15:30:58,10.57,72.64,82.98,74,85,8.59
401,Utiel,ES,2020-10-29 15:30:59,39.57,-1.2,72.0,74,0,5.01
402,Santarem,BR,2020-10-29 15:30:59,-2.44,-54.71,91.4,55,20,14.99
403,Maldonado,UY,2020-10-29 15:30:39,-34.67,-54.92,60.8,67,75,17.22
404,Cayhagan,PH,2020-10-29 15:30:59,9.67,122.43,79.61,84,6,7.96
405,Ravar,IR,2020-10-29 15:31:00,31.27,56.81,57.83,31,2,6.49
406,Boddam,GB,2020-10-29 15:31:00,57.47,-1.78,48.2,87,75,11.41
407,Ancud,CL,2020-10-29 15:31:00,-41.87,-73.82,53.6,62,0,12.75
408,Tomatlan,MX,2020-10-29 15:31:00,19.93,-105.25,85.6,63,20,0.51
409,Peno,RU,2020-10-29 15:31:01,56.93,32.74,45.79,86,67,7.14
410,Namatanai,PG,2020-10-29 15:31:01,-3.67,152.43,79.23,79,12,4.72
411,Kudahuvadhoo,MV,2020-10-29 15:31:01,2.67,72.89,82.98,77,0,10.83
412,Rundu,NA,2020-10-29 15:31:01,-17.93,19.77,91.85,23,69,1.54
413,Flin Flon,CA,2020-10-29 15:31:02,54.77,-101.86,26.6,79,75,14.99
414,Yining,CN,2020-10-29 15:31:02,29.04,114.56,59.18,87,41,1.5
415,Sao Gabriel Da Cachoeira,BR,2020-10-29 15:31:02,-0.13,-67.09,84.2,79,40,8.05
416,Kapoeta,SS,2020-10-29 15:31:02,4.77,33.59,86.14,40,50,15.86
417,Alghero,IT,2020-10-29 15:30:36,40.56,8.32,66.2,68,0,9.17
418,Tamandare,BR,2020-10-29 15:31:03,-8.76,-35.1,83.64,59,33,9.51
419,Shenjiamen,CN,2020-10-29 15:31:03,29.96,122.3,63.0,71,0,13.29
420,Hambantota,LK,2020-10-29 15:31:03,6.12,81.12,79.86,82,45,12.37
421,Yerbogachen,RU,2020-10-29 15:31:03,61.28,108.01,15.82,96,100,4.12
422,Sakakah,SA,2020-10-29 15:31:03,29.97,40.21,86.0,9,0,11.34
423,Andenes,NO,2020-10-29 15:31:04,69.31,16.12,37.4,74,75,21.92
424,Puerto Cabello,VE,2020-10-29 15:31:04,10.47,-68.01,81.28,78,81,4.16
425,Zhigansk,RU,2020-10-29 15:31:04,66.77,123.37,-12.24,90,56,3.11
426,Ovre Ardal,NO,2020-10-29 15:31:04,61.32,7.8,37.35,83,100,2.39
427,Krasnovishersk,RU,2020-10-29 15:31:05,60.41,57.08,35.96,95,100,6.08
428,Sagua La Grande,CU,2020-10-29 15:31:05,22.81,-80.08,84.2,70,40,12.75
429,Padang,ID,2020-10-29 15:31:05,-0.95,100.35,78.84,75,100,3.47
430,Tyup,KG,2020-10-29 15:31:06,42.73,78.36,31.17,86,33,4.12
431,San Luis,AR,2020-10-29 15:29:49,-33.3,-66.34,65.71,26,25,12.86
432,Purpe,RU,2020-10-29 15:31:06,64.48,76.69,10.89,96,96,10.09
433,Puerto Lempira,HN,2020-10-29 15:31:06,15.27,-83.77,82.94,80,55,2.75
434,Townsville,AU,2020-10-29 15:31:06,-19.25,146.8,75.99,88,40,3.0
435,Huarmey,PE,2020-10-29 15:31:06,-10.07,-78.15,69.51,66,31,11.48
436,Opuwo,NA,2020-10-29 15:31:07,-18.06,13.84,92.08,14,15,15.75
437,Saint George,US,2020-10-29 15:28:21,37.1,-113.58,46.4,28,1,4.7
438,Terrasini,IT,2020-10-29 15:31:07,38.15,13.08,70.0,64,0,5.82
439,Alice Springs,AU,2020-10-29 15:31:07,-23.7,133.88,80.6,21,17,11.41
440,Katsuura,JP,2020-10-29 15:31:07,35.13,140.3,60.8,55,75,17.22
441,Nador,MA,2020-10-29 15:31:08,35.17,-2.93,69.8,73,40,6.93
442,Trinidad,BO,2020-10-29 15:31:08,-14.83,-64.9,80.6,88,75,3.96
443,Saint-Augustin,CA,2020-10-29 15:31:08,51.23,-58.65,33.76,92,98,6.78
444,Rio Tuba,PH,2020-10-29 15:31:08,8.51,117.43,80.94,75,86,4.43
445,Khabary,RU,2020-10-29 15:31:09,53.63,79.53,33.82,97,100,16.82
446,Kulhudhuffushi,MV,2020-10-29 15:31:09,6.62,73.07,83.62,69,100,7.96
447,Znamenskoye,RU,2020-10-29 15:31:09,57.13,73.83,33.84,92,100,8.97
448,Ust-Ilimsk,RU,2020-10-29 15:31:09,58.0,102.66,25.11,92,47,8.08
449,Raga,SS,2020-10-29 15:31:10,8.46,25.68,82.76,50,25,2.75
450,Zaterechnyy,RU,2020-10-29 15:31:10,44.79,45.21,60.55,75,74,14.83
451,Dunedin,NZ,2020-10-29 15:30:03,-45.87,170.5,53.01,93,49,8.48
452,Aripuana,BR,2020-10-29 15:31:10,-9.17,-60.63,95.36,41,98,3.44
453,Santiago Del Estero,AR,2020-10-29 15:31:11,-27.8,-64.26,76.01,18,21,7.85
454,Kitami,JP,2020-10-29 15:31:11,43.8,143.89,46.99,72,100,10.0
455,Yevlax,AZ,2020-10-29 15:31:11,40.61,47.15,60.8,77,0,3.29
456,Altamira,BR,2020-10-29 15:30:07,-3.2,-52.21,89.6,66,40,6.93
457,Tecoanapa,MX,2020-10-29 15:31:11,16.52,-98.75,86.07,66,18,0.58
458,Tsovazard,AM,2020-10-29 15:31:12,40.47,45.06,57.2,54,0,4.36
459,Ust-Omchug,RU,2020-10-29 15:31:12,61.15,149.63,18.0,94,98,5.1
460,Zyryanovsk,KZ,2020-10-29 15:31:12,49.74,84.27,27.95,95,100,1.95
461,Vostok,RU,2020-10-29 15:31:12,46.49,135.88,31.35,100,100,3.6
462,Cervo,ES,2020-10-29 15:31:13,43.67,-7.41,66.0,65,4,3.0
463,Malvern,US,2020-10-29 15:31:13,34.36,-92.81,46.0,87,90,10.29
464,Anadyr,RU,2020-10-29 15:31:13,64.75,177.48,6.8,84,0,8.95
465,Goundi,TD,2020-10-29 15:31:13,9.36,17.37,88.11,39,8,0.78
466,Auki,SB,2020-10-29 15:31:14,-8.77,160.7,77.25,86,100,5.57
467,Panaba,MX,2020-10-29 15:31:14,21.28,-88.27,84.0,75,1,3.02
468,Zhezkazgan,KZ,2020-10-29 15:31:15,47.8,67.71,37.81,66,0,6.6
469,Golden,US,2020-10-29 15:29:50,39.76,-105.22,44.01,74,20,6.93
470,Baruun-Urt,MN,2020-10-29 15:31:15,46.68,113.28,39.0,56,8,14.41
471,Jurm,AF,2020-10-29 15:31:15,36.86,70.83,39.72,62,0,1.14
472,Norman Wells,CA,2020-10-29 15:31:15,65.28,-126.83,10.4,92,90,3.36
473,Nevelsk,RU,2020-10-29 15:31:16,46.67,141.86,42.8,87,75,11.18
474,Sao Felix Do Xingu,BR,2020-10-29 15:31:16,-6.64,-51.99,97.83,37,83,3.15
475,Smithers,CA,2020-10-29 15:31:16,54.78,-127.17,30.2,92,90,1.79
476,Bathsheba,BB,2020-10-29 15:31:16,13.22,-59.52,78.8,94,40,27.51
477,Bonthe,SL,2020-10-29 15:31:16,7.53,-12.51,86.07,62,83,9.42
478,Olafsvik,IS,2020-10-29 15:31:17,64.89,-23.71,44.51,75,100,24.58
479,Kyshtovka,RU,2020-10-29 15:31:17,56.55,76.63,32.05,98,100,12.82
480,The Pas,CA,2020-10-29 15:30:58,53.83,-101.25,23.0,79,90,9.17
481,Perth,AU,2020-10-29 15:28:22,-31.93,115.83,77.0,17,0,24.16
482,Emiliano Zapata,MX,2020-10-29 15:31:17,18.83,-99.18,75.2,57,75,2.48
483,Cadillac,US,2020-10-29 15:30:36,44.25,-85.4,37.4,69,90,9.17
484,Le Francois,MQ,2020-10-29 15:31:18,14.62,-60.9,84.2,79,98,19.46
485,Victoria,HK,2020-10-29 15:27:38,22.29,114.16,77.0,80,95,5.82
486,Cayenne,GF,2020-10-29 15:29:00,4.93,-52.33,91.4,63,99,11.41
487,Bayan,CN,2020-10-29 15:31:19,46.08,127.4,30.7,91,0,3.13
488,Tromso,NO,2020-10-29 15:31:19,69.65,18.96,33.8,86,90,3.36
489,Gizycko,PL,2020-10-29 15:31:19,54.04,21.76,49.91,85,69,6.98
490,Daru,PG,2020-10-29 15:31:19,-9.08,143.21,77.2,85,10,3.78
491,Ilebo,CD,2020-10-29 15:31:20,-4.32,20.58,79.61,75,63,3.42
492,Huilong,CN,2020-10-29 15:31:20,31.81,121.66,62.01,75,16,8.9
493,Ust-Maya,RU,2020-10-29 15:31:20,60.42,134.53,-0.51,92,47,1.95
494,Christchurch,NZ,2020-10-29 15:31:05,-43.53,172.63,54.0,93,95,13.87
495,Dulce Nombre De Culmi,HN,2020-10-29 15:31:20,15.1,-85.53,80.6,74,40,2.24
496,Hamilton,US,2020-10-29 15:27:16,39.18,-84.53,48.99,95,100,4.0
497,Balestrand,NO,2020-10-29 15:31:21,61.21,6.53,45.0,93,99,1.74
498,Thinadhoo,MV,2020-10-29 15:31:21,0.53,72.93,83.53,75,3,12.06
499,Matane,CA,2020-10-29 15:31:21,48.83,-67.52,35.01,60,76,16.69
500,Ostrovnoy,RU,2020-10-29 15:31:23,68.05,39.51,42.3,83,19,24.99
501,Wembley,AU,2020-10-29 15:31:23,-31.93,115.8,77.0,17,0,24.16
502,Brownsville,US,2020-10-29 15:30:02,25.9,-97.5,68.0,32,1,6.93
503,Singida,TZ,2020-10-29 15:31:24,-4.82,34.75,75.78,35,96,12.15
504,Karratha,AU,2020-10-29 15:31:24,-20.74,116.85,71.8,86,6,10.89
505,Hovd,MN,2020-10-29 15:31:24,48.01,91.64,31.39,74,0,9.26
506,Laguna,US,2020-10-29 15:31:24,38.42,-121.42,46.0,87,1,2.82
507,Salamiyah,SY,2020-10-29 15:31:24,35.01,37.05,71.89,51,35,6.11
508,Muravlenko,RU,2020-10-29 15:31:25,63.79,74.52,13.78,97,92,9.24
509,Namibe,AO,2020-10-29 15:31:25,-15.2,12.15,72.37,75,8,11.81
510,Mantena,BR,2020-10-29 15:31:25,-18.78,-40.98,84.6,69,99,6.44
511,Ferme-Neuve,CA,2020-10-29 15:28:56,46.7,-75.45,37.4,69,59,6.93
512,Kijang,KR,2020-10-29 15:31:26,35.24,129.21,53.6,71,0,5.82
513,Ban Chang,TH,2020-10-29 15:31:26,12.73,101.06,80.6,83,75,3.36
514,Mundo Nuevo,MX,2020-10-29 15:31:26,18.7,-95.5,77.94,87,97,26.17
515,Balabac,PH,2020-10-29 15:31:27,7.99,117.06,81.82,76,71,4.27
516,Loikaw,MM,2020-10-29 15:31:27,19.67,97.21,66.72,92,88,1.86
517,Menongue,AO,2020-10-29 15:31:27,-14.66,17.69,81.12,40,75,1.57
518,Mecca,SA,2020-10-29 15:30:32,21.43,39.83,79.9,60,0,4.09
519,Ustka,PL,2020-10-29 15:31:27,54.58,16.86,49.5,79,52,18.39
520,Council Bluffs,US,2020-10-29 15:29:25,41.26,-95.86,35.6,59,20,16.11
521,Pietersburg,ZA,2020-10-29 15:31:28,-23.9,29.47,82.4,17,0,11.41
522,Sinjar,IQ,2020-10-29 15:31:28,36.32,41.88,69.75,22,84,3.96
523,Turukhansk,RU,2020-10-29 15:31:28,65.82,87.98,15.73,94,99,14.76
524,Astana,KZ,2020-10-29 15:28:54,51.18,71.45,33.8,86,0,17.9
525,Periyanegamam,IN,2020-10-29 15:31:29,10.73,77.1,82.4,54,40,9.17
526,Simao,CN,2020-10-29 15:31:29,22.79,100.97,62.37,89,70,2.48
527,Porto Novo,BJ,2020-10-29 15:31:29,6.5,2.6,86.0,74,20,13.87
528,Ergolding,DE,2020-10-29 15:31:29,48.58,12.17,51.8,71,40,9.17
529,Broome,US,2020-10-29 15:26:36,42.25,-75.83,44.01,93,90,8.05
530,Qandala,SO,2020-10-29 15:31:30,11.47,49.87,81.9,68,11,2.59
531,Sinnamary,GF,2020-10-29 15:31:30,5.38,-52.95,85.91,74,81,12.57
532,Zeya,RU,2020-10-29 15:31:30,53.75,127.27,24.78,97,100,2.13
533,Bud,US,2020-10-29 15:31:30,39.45,-86.18,46.0,100,90,9.17
534,Fairbanks,US,2020-10-29 15:27:10,64.84,-147.72,17.6,92,90,8.05
535,Taunggyi,MM,2020-10-29 15:31:31,20.78,97.03,61.16,100,12,2.71
536,Belaya Gora,RU,2020-10-29 15:31:31,68.53,146.42,5.83,95,100,4.0
537,Antiguo Morelos,MX,2020-10-29 15:31:31,22.55,-99.08,69.01,37,99,5.01
538,San Matias,BO,2020-10-29 15:31:32,-16.37,-58.4,94.73,42,96,7.67
539,Goderich,CA,2020-10-29 15:26:32,43.75,-81.72,46.4,75,100,11.41
540,Cleveland,US,2020-10-29 15:27:50,41.5,-81.7,46.4,87,90,8.1
541,Upington,ZA,2020-10-29 15:31:32,-28.45,21.26,80.6,24,75,9.17
542,Kaspiysk,RU,2020-10-29 15:31:32,42.88,47.64,57.2,87,40,4.47
543,Podgorica,ME,2020-10-29 15:31:33,42.44,19.26,64.4,59,20,2.24
544,Tocopilla,CL,2020-10-29 15:31:33,-22.09,-70.2,67.82,45,9,6.26
545,Charters Towers,AU,2020-10-29 15:31:33,-20.1,146.27,68.52,32,0,1.68
546,Kupang,ID,2020-10-29 15:27:38,-10.17,123.58,80.73,76,55,3.49
547,San Cristobal,VE,2020-10-29 15:31:33,7.77,-72.22,84.2,66,40,10.29
548,Esmeraldas,BR,2020-10-29 15:31:34,-19.76,-44.31,93.2,48,20,8.05
549,Batagay,RU,2020-10-29 15:31:34,67.63,134.63,2.46,93,100,1.14
550,Grand Gaube,MU,2020-10-29 15:31:34,-20.01,57.66,71.01,69,18,5.01
551,Abnub,EG,2020-10-29 15:31:34,27.27,31.15,87.8,43,0,11.41
552,Northam,GB,2020-10-29 15:31:34,51.03,-4.22,59.0,93,95,10.0
553,Darnah,LY,2020-10-29 15:31:35,32.77,22.64,70.72,73,13,18.12
554,Bjornevatn,NO,2020-10-29 15:31:35,69.67,29.98,35.6,80,75,21.92
555,Shaoguan,CN,2020-10-29 15:31:35,24.8,113.58,63.28,89,100,1.83
556,Merauke,ID,2020-10-29 15:31:36,-8.47,140.33,79.25,81,0,6.26
557,Hofn,IS,2020-10-29 15:31:36,64.25,-15.21,46.4,87,90,26.4
558,Westport,US,2020-10-29 15:31:15,41.14,-73.36,48.2,93,90,12.75
559,Kismayo,SO,2020-10-29 15:31:36,-0.36,42.55,80.01,79,16,12.08
560,Moletai,LT,2020-10-29 15:31:36,55.23,25.42,50.0,100,90,5.82
561,Solnechnyy,RU,2020-10-29 15:31:37,50.72,136.63,29.84,94,21,4.52
562,Omsukchan,RU,2020-10-29 15:31:37,62.53,155.8,8.69,92,76,5.7
563,Roma,US,2020-10-29 15:28:04,43.21,-75.46,46.4,81,90,4.7
564,Tessalit,ML,2020-10-29 15:31:37,20.2,1.01,94.48,10,0,6.89
565,Altus,US,2020-10-29 15:31:38,34.64,-99.33,48.2,70,1,19.46
566,Road Town,VG,2020-10-29 15:30:48,18.42,-64.62,86.0,74,40,13.87
567,Srednekolymsk,RU,2020-10-29 15:31:39,67.45,153.68,3.25,94,100,1.01
568,Nelson Bay,AU,2020-10-29 15:31:39,-32.72,152.15,55.0,100,0,5.82
569,Port Shepstone,ZA,2020-10-29 15:31:39,-30.74,30.45,69.31,88,100,18.95
570,Arona,ES,2020-10-29 15:31:40,28.1,-16.68,75.99,53,40,14.99
571,Xai-Xai,MZ,2020-10-29 15:31:40,-25.05,33.64,78.44,68,0,16.42
