City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Ilulissat,GL,69.22,-51.1,17.6,72,75,4.7,broken clouds
344,Henties Bay,NA,-22.12,14.28,57.0,83,96,6.02,overcast clouds
345,Ngunguru,NZ,-35.62,174.5,68.0,89,100,7.0,overcast clouds
346,Filadelfia,US,39.95,-75.16,48.2,70,90,9.17,overcast clouds
347,Haines Junction,CA,60.75,-137.51,21.2,67,100,11.41,light snow
348,Kimbe,PG,-5.55,150.14,77.58,83,96,2.98,overcast clouds
349,Lamu,KE,-2.27,40.9,77.74,82,0,10.04,light rain
350,Hovd,MN,48.01,91.64,27.73,80,0,3.74,clear sky
351,Emba,KZ,48.83,58.14,43.43,56,94,10.4,overcast clouds
352,Yeppoon,AU,-23.13,150.73,75.2,83,4,6.93,clear sky
353,Ljutomer,SI,46.52,16.2,51.8,93,0,1.12,light rain
354,Souillac,MU,-20.52,57.52,68.0,64,40,11.41,scattered clouds
355,Siderno,IT,38.28,16.3,64.4,72,20,8.05,few clouds
356,Lerwick,GB,60.15,-1.15,50.0,71,49,31.09,scattered clouds
357,Neiafu,TO,-18.65,-173.98,77.0,69,40,9.17,scattered clouds
358,Dieppe,FR,49.75,1.17,55.99,82,90,10.29,overcast clouds
359,Pemangkat,ID,1.17,108.97,77.45,90,100,6.55,moderate rain
360,Sitka,US,57.05,-135.33,42.8,81,75,6.93,broken clouds
361,Puerto Plata,DO,19.79,-70.69,84.2,83,75,11.41,broken clouds
362,Ancud,CL,-41.87,-73.82,62.6,55,0,8.05,clear sky
363,Sishui,CN,35.65,117.28,61.0,1,13,5.84,few clouds
364,Passo De Camaragibe,BR,-9.24,-35.49,78.8,83,40,13.87,scattered clouds
365,Riviere-Au-Renard,CA,49.0,-64.4,32.0,91,20,8.05,few clouds
366,Neringa,LT,55.37,21.06,48.2,93,75,8.95,broken clouds
367,Akyab,MM,20.15,92.9,79.0,82,31,8.05,scattered clouds
368,Ponta Do Sol,PT,32.67,-17.1,69.8,77,20,14.99,few clouds
369,Mount Isa,AU,-20.73,139.5,66.2,32,0,6.93,clear sky
370,Christiansburg,US,37.13,-80.41,48.99,61,75,12.75,broken clouds
371,Cam Ranh,VN,11.92,109.16,78.8,83,20,3.36,few clouds
372,Fukue,JP,32.69,128.84,62.47,70,0,20.56,clear sky
373,Acarau,BR,-2.89,-40.12,79.95,73,41,15.35,scattered clouds
374,Magadi,IN,12.97,77.23,66.2,100,40,1.99,scattered clouds
375,Vester Hassing,DK,57.07,10.13,53.01,97,99,9.84,overcast clouds
376,Sabinopolis,BR,-18.67,-43.08,69.58,93,98,7.25,light rain
377,Bathsheba,BB,13.22,-59.52,82.4,78,40,18.34,scattered clouds
378,Hobyo,SO,5.35,48.53,80.73,79,36,13.51,light rain
379,Sohag,EG,26.56,31.69,74.62,53,0,14.05,clear sky
380,Amalapuram,IN,16.58,82.02,73.31,72,98,2.55,overcast clouds
381,Mogzon,RU,51.74,111.96,27.09,96,100,5.46,light snow
382,Abu Dhabi,AE,24.47,54.37,77.0,83,0,2.24,clear sky
383,Mon,IN,26.75,95.1,69.55,78,33,3.04,scattered clouds
384,Port Hedland,AU,-20.32,118.57,71.6,64,4,4.7,clear sky
385,Nanfeng,CN,23.74,111.8,66.58,84,67,1.95,broken clouds
386,Pochutla,MX,15.74,-96.47,86.0,70,40,8.05,scattered clouds
387,Talaya,RU,61.38,152.75,15.08,87,90,4.16,overcast clouds
388,Yichang,CN,30.71,111.28,57.0,82,98,1.12,overcast clouds
389,Nhulunbuy,AU,-12.23,136.77,71.6,73,0,3.74,clear sky
390,Kalmunai,LK,7.42,81.82,79.09,83,93,5.66,light rain
391,Unhel,IN,23.33,75.57,66.87,34,1,3.6,clear sky
392,Calvinia,ZA,-31.47,19.78,59.77,32,47,9.22,scattered clouds
393,Havelock,US,34.88,-76.9,66.2,48,40,17.22,scattered clouds
394,Najran,SA,17.49,44.13,66.2,34,0,0.43,clear sky
395,Mastic Beach,US,40.77,-72.85,39.99,80,90,10.29,overcast clouds
396,Axim,GH,4.87,-2.24,78.49,84,78,4.29,broken clouds
397,Belgrade,RS,44.8,20.47,51.8,76,0,5.82,clear sky
398,Chimbote,PE,-9.09,-78.58,65.26,77,100,8.32,overcast clouds
399,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,94,75,11.41,broken clouds
400,Maues,BR,-3.38,-57.72,89.65,57,99,1.57,overcast clouds
401,Elko,US,41.0,-115.5,68.0,12,0,14.0,clear sky
402,Fortuna,US,40.6,-124.16,64.0,58,1,12.75,clear sky
403,Pirovskoye,RU,57.63,92.27,19.49,98,84,3.87,broken clouds
404,Roebourne,AU,-20.78,117.13,73.27,67,0,5.01,clear sky
405,Chibombo,ZM,-14.66,28.07,73.85,32,17,7.78,few clouds
406,Toledo,ES,39.83,-4.0,63.0,57,0,1.92,clear sky
407,Khoy,IR,38.55,44.95,61.81,31,81,2.82,broken clouds
408,Quatre Cocos,MU,-20.21,57.76,68.0,64,40,11.41,scattered clouds
409,Olkhovka,RU,53.21,60.61,38.21,73,99,9.17,overcast clouds
410,Campos Sales,BR,-7.07,-40.38,86.83,27,77,7.14,broken clouds
411,Coquimbo,CL,-29.95,-71.34,59.0,72,20,12.75,few clouds
412,Hemnesberget,NO,66.23,13.63,37.4,59,0,12.75,clear sky
413,Leh,IN,34.17,77.58,27.5,69,24,2.95,few clouds
414,Aitape,PG,-3.14,142.35,77.11,83,100,6.26,heavy intensity rain
415,Les Cayes,HT,18.2,-73.75,83.32,71,83,5.08,broken clouds
416,Abha,SA,18.22,42.51,60.8,87,0,2.84,clear sky
417,Juba,SS,4.85,31.58,73.96,80,78,3.58,broken clouds
418,Fort Nelson,CA,58.81,-122.7,23.0,85,90,8.05,light snow
419,Mahina,PF,-17.51,-149.49,82.4,69,75,13.87,broken clouds
420,Lasa,IT,46.62,10.7,43.0,93,0,2.24,clear sky
421,Namtsy,RU,62.72,129.67,-20.2,75,0,4.47,clear sky
422,Koungheul,SN,13.98,-14.8,85.84,18,100,2.35,overcast clouds
423,Aras,ES,42.56,-2.36,54.0,87,0,3.36,clear sky
424,Erzin,TR,36.96,36.2,73.0,68,99,1.79,overcast clouds
425,Kathmandu,NP,27.72,85.32,57.2,93,20,3.36,few clouds
426,Gravdal,NO,68.12,13.5,37.4,51,0,6.93,clear sky
427,Phra Pradaeng,TH,13.66,100.53,82.99,94,75,4.7,broken clouds
428,Adrar,MR,20.5,-10.07,86.29,14,100,8.39,overcast clouds
429,Kiunga,PG,-6.12,141.29,73.13,98,93,0.76,heavy intensity rain
430,Nanortalik,GL,60.14,-45.24,28.78,92,99,6.22,overcast clouds
431,Upernavik,GL,72.79,-56.15,20.86,95,93,2.46,overcast clouds
432,Forio,IT,40.73,13.86,62.6,77,5,7.11,clear sky
433,Kota,IN,25.18,75.83,69.58,24,0,4.23,clear sky
434,Nabire,ID,-3.37,135.48,73.53,87,97,3.65,overcast clouds
435,Tulun,RU,54.56,100.58,29.55,90,100,7.58,overcast clouds
436,Nyurba,RU,63.28,118.33,-3.78,91,67,3.78,broken clouds
437,Guerrero Negro,MX,27.98,-114.06,81.54,25,17,10.51,few clouds
438,Sorong,ID,-0.88,131.25,79.65,84,63,11.77,broken clouds
439,Sangueya,GN,10.7,-14.37,76.93,90,2,2.24,clear sky
440,Miri,MY,4.41,114.01,77.0,94,40,4.85,scattered clouds
441,Skelleftea,SE,64.75,20.95,26.6,92,0,3.36,clear sky
442,Vila Velha,BR,-20.33,-40.29,78.8,83,75,17.22,moderate rain
443,Tabas,IR,33.6,56.92,60.8,23,0,4.7,clear sky
444,Vagur,FO,61.47,-6.81,48.76,73,13,32.57,few clouds
445,Idar,DE,49.72,7.3,57.0,87,40,10.29,scattered clouds
446,Tadine,NC,-21.55,167.88,77.05,77,4,12.33,clear sky
447,Isla Pucu,PY,-25.3,-56.9,82.4,30,0,16.11,clear sky
448,Cururupu,BR,-1.83,-44.87,78.75,75,27,4.07,scattered clouds
449,Cody,US,44.53,-109.06,66.2,16,1,11.41,clear sky
450,Virginia Beach,US,36.85,-75.98,60.01,65,96,21.34,overcast clouds
451,Tessalit,ML,20.2,1.01,79.38,16,39,11.18,scattered clouds
452,Schwarzenbach,DE,49.73,12.0,52.0,93,90,9.17,light intensity drizzle
453,Vila,PT,42.03,-8.16,55.0,92,0,1.99,clear sky
454,Tadpatri,IN,14.92,78.02,76.26,72,3,3.09,clear sky
455,Lodja,CD,-3.48,23.43,69.1,97,88,0.65,overcast clouds
456,Kaikalur,IN,16.57,81.2,73.69,76,70,2.06,broken clouds
457,Port Augusta,AU,-32.5,137.77,59.0,82,90,12.75,overcast clouds
458,Konibodom,TJ,40.28,70.44,44.6,52,0,4.47,clear sky
459,Novobirilyussy,RU,56.95,90.67,20.97,98,83,3.33,broken clouds
460,Kempsey,AU,-31.08,152.83,66.99,94,57,5.32,broken clouds
461,Bestobe,KZ,52.5,73.1,36.99,87,100,3.76,overcast clouds
462,Emporia,US,38.4,-96.18,71.6,30,1,13.87,clear sky
463,Chernyshevskiy,RU,63.01,112.47,-3.15,91,93,6.38,overcast clouds
464,Xuanhua,CN,40.61,115.04,46.45,70,90,1.28,overcast clouds
465,Marsa Matruh,EG,31.35,27.25,71.55,73,54,11.65,light rain
466,Great Falls,US,47.5,-111.3,68.0,16,1,32.21,clear sky
467,Bonfim,BR,3.08,-59.95,84.83,68,99,6.64,light rain
468,Broome,US,42.25,-75.83,39.0,64,20,9.17,few clouds
469,Praya,CV,14.92,-23.51,78.8,74,0,21.92,clear sky
470,New Delhi,IN,28.61,77.23,66.2,63,0,5.91,smoke
471,Timmins,CA,48.47,-81.33,26.6,53,20,2.24,few clouds
472,Shenjiamen,CN,29.96,122.3,62.91,64,83,11.05,broken clouds
473,Hun,LY,29.13,15.95,60.67,65,100,4.99,overcast clouds
474,Vytegra,RU,61.01,36.45,42.67,92,27,3.38,scattered clouds
475,Mount Hagen,PG,-5.86,144.23,59.68,89,79,1.14,light rain
476,Beloha,MG,-25.17,45.05,68.86,55,0,13.98,clear sky
477,Gunjur,GM,13.2,-16.73,82.4,83,0,8.81,clear sky
478,Parvatipuram,IN,18.78,83.43,70.07,57,86,4.05,overcast clouds
479,Fairbanks,US,64.84,-147.72,14.0,85,90,1.83,light snow
480,Tirlyanskiy,RU,54.21,58.58,35.04,77,90,4.9,overcast clouds
481,Karymskoye,RU,51.62,114.35,29.01,95,100,8.75,overcast clouds
482,Pokhara,NP,28.23,83.98,67.53,23,0,7.81,clear sky
483,Puerto Del Rosario,ES,28.5,-13.86,75.2,47,20,8.05,few clouds
484,Belaya Gora,RU,68.53,146.42,4.28,94,98,4.07,overcast clouds
485,Ndioum,SN,16.51,-14.65,92.07,11,46,7.09,scattered clouds
486,Maxixe,MZ,-23.86,35.35,71.82,87,45,7.49,scattered clouds
487,Paita,PE,-5.09,-81.11,68.76,71,100,16.15,overcast clouds
488,Pacasmayo,PE,-7.4,-79.57,67.05,73,100,13.38,overcast clouds
489,Necochea,AR,-38.55,-58.74,60.89,58,0,6.11,clear sky
490,Zhangjiakou,CN,40.81,114.88,42.6,74,61,1.79,broken clouds
491,Porterville,US,36.07,-119.02,77.0,25,1,5.82,clear sky
492,Raudeberg,NO,61.99,5.14,50.0,76,75,17.22,broken clouds
493,Katsuura,JP,35.13,140.3,55.4,58,20,13.87,few clouds
494,Sao Joao Evangelista,BR,-18.55,-42.76,69.73,94,95,5.88,light rain
495,Maldonado,UY,-34.67,-54.92,57.2,62,0,11.41,clear sky
496,Kabarnet,KE,0.49,35.74,58.55,100,96,1.97,light rain
497,Zhanaozen,KZ,43.3,52.8,48.87,43,0,18.48,clear sky
498,Yeniseysk,RU,58.45,92.17,14.31,95,22,3.04,few clouds
499,Lumby,CA,50.25,-118.97,55.99,50,99,4.7,light rain
500,Carballo,ES,43.21,-8.69,62.6,77,20,12.75,few clouds
501,Sarangani,PH,5.4,125.46,83.28,78,93,10.16,moderate rain
502,Mahanoro,MG,-19.9,48.8,68.09,76,65,5.26,broken clouds
503,Fayaoue,NC,-20.65,166.53,76.64,82,4,16.2,clear sky
504,Amherst,US,41.4,-82.22,42.8,52,90,13.87,overcast clouds
505,Chingirlau,KZ,51.09,54.08,45.19,55,100,11.61,light rain
506,Okhotsk,RU,59.38,143.3,20.17,86,98,13.58,overcast clouds
507,Kurumkan,RU,54.3,110.3,24.93,86,24,3.69,few clouds
508,Rio Claro,BR,-22.41,-47.56,67.12,76,97,14.0,overcast clouds
509,Warrington,GB,53.39,-2.58,48.2,93,0,6.93,clear sky
510,Okha,RU,53.57,142.95,33.53,89,100,4.9,overcast clouds
511,Agogo,GH,6.8,-1.08,72.28,93,39,2.93,light rain
512,Mareeba,AU,-17.0,145.43,75.0,88,32,0.85,scattered clouds
513,Sarai,RU,53.75,41.02,41.67,87,99,3.49,light rain
514,General Pico,AR,-35.66,-63.76,70.03,33,0,10.09,clear sky
515,Bilibino,RU,68.05,166.44,3.9,88,100,1.43,overcast clouds
516,Buala,SB,-8.14,159.59,81.23,75,70,0.6,broken clouds
517,Plyussa,RU,58.43,29.37,46.26,95,97,5.66,overcast clouds
518,Meulaboh,ID,4.14,96.13,76.42,86,100,4.65,light rain
519,Carman,CA,49.5,-98.0,37.4,65,0,11.41,clear sky
520,Vostok,RU,46.49,135.88,23.13,99,40,4.74,scattered clouds
521,Aksarka,RU,66.56,67.8,34.07,98,100,14.16,light rain
522,Shache,CN,38.42,77.24,37.94,72,0,5.86,clear sky
523,Rochegda,RU,62.8,43.25,42.66,89,100,7.16,overcast clouds
524,Bam,IR,29.11,58.36,58.26,30,0,6.22,clear sky
525,Teguldet,RU,57.31,88.17,21.85,98,100,1.03,overcast clouds
526,San Policarpo,PH,12.18,125.51,81.72,81,100,14.03,overcast clouds
527,Banfora,BF,10.63,-4.77,79.81,41,0,0.98,clear sky
528,Edd,ER,13.93,41.69,85.1,51,0,16.64,clear sky
529,Boguchany,RU,58.38,97.45,10.49,94,69,4.05,broken clouds
530,Mezen,RU,65.85,44.24,33.33,92,95,9.17,overcast clouds
531,Karratha,AU,-20.74,116.85,71.47,70,0,3.53,clear sky
532,Pembroke,CA,45.82,-77.12,37.99,37,1,2.24,clear sky
533,Dzhebariki-Khaya,RU,62.22,135.8,-4.49,90,62,3.04,broken clouds
534,Sucua,EC,-2.47,-78.17,77.0,69,75,6.93,broken clouds
535,Methoni,GR,36.82,21.7,64.0,82,20,4.7,few clouds
536,Itarema,BR,-2.92,-39.92,79.65,74,45,14.54,scattered clouds
537,Maneromango,TZ,-7.2,38.78,77.0,83,75,5.82,broken clouds
538,Clonakilty,IE,51.62,-8.87,53.01,100,75,14.99,broken clouds
539,San Rafael,AR,-34.62,-68.33,74.71,20,9,12.03,clear sky
540,Giyani,ZA,-23.3,30.72,71.01,73,12,15.52,few clouds
541,Rapar,IN,23.57,70.63,79.14,37,0,8.63,clear sky
542,Mamit,IN,23.93,92.48,69.89,100,100,2.37,moderate rain
543,San Juan,AR,-31.54,-68.54,79.29,16,0,5.41,clear sky
544,Berberati,CF,4.26,15.79,69.33,96,77,1.66,broken clouds
545,Aranos,NA,-24.13,19.12,78.42,36,68,9.69,broken clouds
546,Talipparamba,IN,12.05,75.35,74.07,85,21,2.91,few clouds
547,Tilichiki,RU,60.47,166.1,26.89,99,67,2.8,broken clouds
548,Inongo,CD,-1.95,18.27,73.47,87,53,0.94,broken clouds
549,Banepa,NP,27.63,85.52,57.2,93,20,3.36,few clouds
550,Nuuk,GL,64.18,-51.72,24.8,73,20,8.05,few clouds
551,Chimoio,MZ,-19.12,33.48,67.28,82,0,3.96,clear sky
552,Solnechnyy,RU,50.72,136.63,30.83,92,71,2.21,broken clouds
553,Palmer,US,42.16,-72.33,35.01,80,75,3.36,broken clouds
554,Katherine,AU,-14.47,132.27,73.4,64,5,6.49,clear sky
555,Paro,BT,27.43,89.41,47.37,50,8,5.75,clear sky
556,Bandarbeyla,SO,9.49,50.81,78.08,85,0,12.21,clear sky
557,Tura,IN,25.52,90.22,70.95,86,77,4.14,light rain
558,Sulz,DE,48.36,8.63,55.0,91,9,3.47,clear sky
559,San Patricio,US,28.02,-97.52,75.0,35,20,11.41,few clouds
560,Grants Pass,US,42.44,-123.33,68.0,34,1,4.7,clear sky
561,Villazon,BO,-22.09,-65.59,58.64,35,7,22.82,clear sky
562,Alice Springs,AU,-23.7,133.88,51.8,34,2,3.36,clear sky
563,Genhe,CN,50.78,121.52,29.37,92,100,6.17,light snow
564,Korla,CN,41.76,86.15,39.99,65,0,5.01,clear sky
565,Marzuq,YE,14.4,46.47,67.39,63,0,1.57,clear sky
566,Ambon,ID,-3.7,128.18,77.0,16,9,8.57,clear sky
567,Mayo,US,38.89,-76.51,52.0,76,90,13.87,overcast clouds
568,Trapani,IT,37.83,12.67,66.2,82,20,8.05,few clouds
569,Sann,PK,26.04,68.14,64.4,63,0,2.28,haze
570,Stephenville,US,32.22,-98.2,68.0,22,1,4.7,clear sky
571,Zhezkazgan,KZ,47.8,67.71,37.42,70,0,7.09,clear sky
572,Esna,EG,25.29,32.55,82.4,32,0,2.24,clear sky
573,Marawi,PH,8.0,124.29,77.0,93,100,7.0,light rain
574,Tupik,RU,54.43,119.93,16.74,95,100,3.33,overcast clouds
575,Awbari,LY,26.59,12.78,63.55,45,0,8.19,clear sky
576,Richards Bay,ZA,-28.78,32.04,68.94,83,96,17.07,light rain
577,Bacolod,PH,10.67,122.95,78.78,86,100,9.93,overcast clouds
578,Rome,US,34.26,-85.16,60.8,44,1,13.87,clear sky
579,Kizema,RU,61.11,44.83,38.53,89,100,8.14,light rain
580,Kibondo,TZ,-3.59,30.72,61.88,88,15,2.26,light rain
581,Acapulco,MX,16.86,-99.89,87.8,70,40,6.93,scattered clouds
582,Kamina,CD,-8.74,24.99,64.51,95,0,4.32,clear sky
583,Dukhovshchina,RU,55.19,32.41,45.45,98,100,1.48,overcast clouds
584,Villamartin,ES,36.86,-5.64,63.0,67,0,4.7,clear sky
585,Taltal,CL,-25.4,-70.48,64.38,55,22,7.0,few clouds
586,Huarmey,PE,-10.07,-78.15,66.83,73,100,6.44,overcast clouds
587,West Odessa,US,31.84,-102.5,68.0,25,1,10.29,clear sky
588,Manjacaze,MZ,-24.71,33.88,72.48,81,29,8.9,scattered clouds
589,Lorengau,PG,-2.02,147.27,81.75,74,97,4.0,overcast clouds
590,Araouane,ML,18.9,-3.53,86.95,12,70,8.05,broken clouds
591,Tha Muang,TH,13.96,99.64,73.49,95,99,2.59,overcast clouds
592,Monteiro,BR,-7.89,-37.12,84.22,39,100,15.86,overcast clouds
593,Iroquois Falls,CA,48.77,-80.68,26.6,53,20,2.24,few clouds
594,Coihaique,CL,-45.58,-72.07,73.4,28,0,5.82,clear sky
595,High Prairie,CA,55.43,-116.49,32.0,97,100,3.36,overcast clouds
596,Freeport,US,40.66,-73.58,43.0,70,90,11.41,overcast clouds
597,Troy,US,42.61,-83.15,37.0,66,8,1.01,clear sky
598,Askino,RU,56.09,56.58,34.38,87,100,9.1,overcast clouds
599,Aleksandrovskoye,RU,44.71,43.0,46.4,87,0,2.24,clear sky
600,Karatu,TZ,-3.33,35.67,63.36,77,75,7.23,broken clouds
601,San Pedro,PH,14.35,121.02,82.4,69,20,4.7,few clouds
602,Mus,TR,39.0,41.75,49.96,44,100,2.48,overcast clouds
603,Kupang,ID,-10.17,123.58,79.97,78,90,7.31,overcast clouds
604,Tambopata,PE,-12.73,-69.18,80.26,59,100,5.66,light rain
605,Olafsvik,IS,64.89,-23.71,42.01,77,2,14.65,clear sky
606,Asyut,EG,27.18,31.18,73.89,52,0,12.53,clear sky
607,Chirongui,YT,-12.93,45.15,78.8,78,0,5.82,clear sky
608,Chipinge,ZW,-20.19,32.62,64.0,75,0,6.89,clear sky
609,Am Timan,TD,11.03,20.28,81.0,40,0,2.28,clear sky
610,Iqaluit,CA,63.75,-68.51,3.2,77,75,5.82,broken clouds
611,Svetlogorsk,BY,52.63,29.73,46.87,84,100,7.02,overcast clouds
612,Solvychegodsk,RU,61.33,46.92,37.29,85,100,8.79,light rain
613,Magalia,US,39.81,-121.58,78.01,24,5,5.17,clear sky
614,Salta,AR,-24.79,-65.41,69.8,32,40,4.7,scattered clouds
615,Komatipoort,ZA,-25.43,31.95,73.0,77,67,1.01,broken clouds
616,Tiksi,RU,71.69,128.87,8.89,95,100,4.74,overcast clouds
617,Bushehr,IR,28.97,50.84,74.73,57,0,3.65,clear sky
618,Saint-Georges,GD,12.06,-61.75,86.0,74,20,23.04,few clouds
619,Natal,BR,-5.79,-35.21,82.4,69,75,14.99,broken clouds
620,Belmonte,BR,-15.86,-38.88,78.8,74,0,12.75,clear sky
621,Formosa Do Rio Preto,BR,-11.05,-45.19,79.93,64,93,3.13,light rain
622,Copiapo,CL,-27.37,-70.33,62.6,63,20,13.87,few clouds
623,Beringovskiy,RU,63.05,179.32,24.8,84,36,10.42,scattered clouds
624,Shingu,JP,33.73,135.98,46.65,72,0,6.49,clear sky
625,Ayan,RU,56.45,138.17,28.2,87,99,3.65,overcast clouds
626,Naze,JP,28.37,129.48,71.6,68,75,16.11,broken clouds
627,Arbagar,RU,51.94,116.28,28.38,93,100,13.13,overcast clouds
628,Serramanna,IT,39.42,8.92,62.6,88,20,3.36,few clouds
629,Dolzhanskaya,RU,46.63,37.8,55.0,100,100,1.99,overcast clouds
630,Mapiripan,CO,2.89,-72.13,89.51,61,86,4.59,moderate rain
631,Dingzhou,CN,38.51,115.0,51.8,76,89,2.24,mist
632,Ulkan,RU,57.24,107.32,19.53,96,100,0.45,overcast clouds
633,Katubao,PH,5.89,124.83,80.55,77,100,1.86,overcast clouds
634,Hofn,IS,64.25,-15.21,41.76,89,92,2.35,light rain
635,Marion,US,39.77,-86.16,48.2,45,40,9.17,scattered clouds
636,Anadyr,RU,64.75,177.48,3.2,84,20,6.71,few clouds
637,Harindanga,IN,22.04,88.32,78.8,78,20,5.82,haze
638,Dunkirk,FR,51.05,2.37,57.99,94,67,14.83,broken clouds
639,Roura,GF,4.73,-52.33,86.0,70,0,6.93,clear sky
640,Zhangye,CN,38.93,100.45,33.69,79,0,0.78,clear sky
641,Prabumulih,ID,-3.45,104.25,74.3,92,32,0.78,scattered clouds
642,Areia Branca,BR,-4.96,-37.14,81.34,73,48,19.77,scattered clouds
643,Sangmelima,CM,2.93,11.98,72.39,80,98,0.98,light rain
644,Vrangel,RU,42.73,133.08,43.81,75,32,2.91,scattered clouds
645,Ossora,RU,59.24,163.07,30.74,92,19,1.81,few clouds
646,Paredon,MX,16.03,-93.87,83.19,59,55,22.44,broken clouds
647,Karwar,IN,14.8,74.13,79.11,75,100,3.47,overcast clouds
648,Paso De Carrasco,UY,-34.86,-56.05,60.8,48,0,10.29,clear sky
649,Kyzyl-Suu,KG,42.34,78.01,32.99,71,0,9.13,clear sky
650,Ankazoabo,MG,-22.28,44.52,72.32,51,0,6.98,clear sky
651,Ukiah,US,39.15,-123.21,79.0,19,1,5.03,clear sky
652,Harqalah,TN,36.03,10.51,69.8,59,0,3.36,clear sky
653,Kaoma,ZM,-14.78,24.8,72.48,31,1,6.71,clear sky
654,Eureka,US,40.8,-124.16,63.0,87,20,5.82,few clouds
655,Praia Da Vitoria,PT,38.73,-27.07,71.6,78,40,13.73,scattered clouds
656,Yuncheng,CN,35.02,110.99,55.26,78,100,4.81,overcast clouds
657,Bogorodskoye,RU,56.55,37.88,40.35,86,98,3.71,overcast clouds
658,Kahului,US,20.89,-156.47,84.2,62,40,18.34,scattered clouds
659,Cabinda,AO,-5.55,12.2,77.81,84,73,7.2,broken clouds
660,Sokolka,PL,53.41,23.5,46.0,100,59,5.79,broken clouds
661,Mizdah,LY,31.45,12.98,56.37,86,0,6.91,clear sky
662,Oranjemund,NA,-28.55,16.43,58.06,75,81,22.44,broken clouds
663,Mocuba,MZ,-16.84,36.99,71.22,77,0,0.89,clear sky
664,Hvolsvollur,IS,63.75,-20.22,39.99,88,97,8.99,light rain
665,Saint Pete Beach,US,27.73,-82.74,75.99,26,0,1.01,clear sky
666,Port-Cartier,CA,50.03,-66.87,35.6,47,40,10.29,scattered clouds
667,Hirara,JP,24.8,125.28,72.82,69,63,23.13,broken clouds
668,Aklavik,CA,68.22,-135.01,5.0,84,75,8.05,broken clouds
669,Ulaangom,MN,49.98,92.07,22.62,92,19,1.52,few clouds
670,Saint Leonard,CA,47.17,-67.92,30.99,70,100,1.01,overcast clouds
671,Binghamton,US,42.1,-75.92,39.0,64,20,9.17,few clouds
672,Sovetskiy,RU,61.36,63.58,31.59,98,78,8.19,broken clouds
673,Basco,PH,20.45,121.97,77.5,76,90,31.99,light rain
674,Ishigaki,JP,24.34,124.16,72.82,70,50,23.11,scattered clouds
675,Kurilsk,RU,45.23,147.88,46.09,72,94,27.09,moderate rain
676,Dagua,CO,3.66,-76.69,87.8,40,75,5.82,broken clouds
677,Rabaul,PG,-4.2,152.17,80.91,77,78,2.89,light rain
678,Uribia,CO,11.71,-72.27,85.15,71,54,14.94,moderate rain
679,Boa Vista,BR,2.82,-60.67,89.6,52,40,9.17,scattered clouds
680,Rocha,UY,-34.48,-54.33,54.68,70,99,6.49,overcast clouds
681,Sault Sainte Marie,CA,46.52,-84.33,35.6,47,40,10.29,scattered clouds
682,Pandamatenga,BW,-18.53,25.63,76.06,27,0,3.38,clear sky
683,Sens,FR,48.17,3.33,57.99,85,100,1.95,overcast clouds
684,Rehoboth,NA,-23.32,17.08,72.18,27,38,6.91,scattered clouds
685,Priiskovyy,RU,51.93,116.63,28.76,94,100,10.47,overcast clouds
686,Thatta,PK,24.75,67.92,76.87,45,0,8.84,clear sky
687,Belyy Yar,RU,53.6,91.39,35.6,69,40,4.47,scattered clouds
688,Muroto,JP,33.28,134.15,58.1,62,0,15.84,clear sky
689,San Antonio,US,29.42,-98.49,70.0,28,1,4.27,clear sky
